POA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
POA3025,0,0,3,9,24,53,124,144,53,408,0,0,3,20,7,3,0,0,0,36,5,10,22,129,8,6,7,3,0,186,0,3,3,39,5,0,0,0,0,57,0,0,0,15,0,4,0,0,3,24,0,0,0,9,9,0,0,0,0,16,0,0,0,31,3,3,3,3,3,48,0,0,3,7,16,56,140,223,79,523,0,0,0,10,3,0,0,0,0,13,0,0,4,8,0,0,0,0,0,14,3,9,45,264,89,55,35,3,0,510,0,6,0,23,3,3,0,3,0,45,0,0,0,4,5,23,75,91,14,215,0,0,0,4,0,0,0,0,0,4,0,0,3,42,8,0,3,0,0,61,0,0,0,10,0,0,0,0,0,10,0,0,0,5,8,5,3,3,4,17,3,11,31,89,42,21,10,0,4,214,0,0,0,11,0,3,0,0,0,11,0,0,7,30,0,0,0,0,0,39
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3027,0,0,0,0,0,0,0,0,0,7,0,0,0,30,3,3,0,0,0,38,18,44,98,903,61,34,11,3,0,1183,0,3,10,99,11,9,3,0,0,135,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,5,5,3,3,0,0,17,0,0,5,8,5,0,0,0,0,12,0,6,10,26,5,0,0,0,0,45,0,3,6,12,3,0,0,0,0,32,0,7,20,74,13,6,0,3,0,125,0,0,0,0,4,0,4,0,0,11,0,0,0,9,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,9,36,8,4,0,0,0,54,0,0,0,3,0,0,0,0,0,3,3,39,39,113,25,15,3,3,0,250,0,0,0,0,0,0,0,0,0,3,0,3,13,62,8,0,4,0,0,91
POA3028,0,0,3,18,32,67,88,49,16,283,0,0,4,29,10,9,0,0,0,50,54,100,244,1240,79,54,30,18,0,1818,0,4,7,79,10,7,7,4,0,119,0,14,5,56,14,4,0,0,0,97,0,0,0,20,7,8,0,0,0,36,0,5,0,25,12,14,13,11,5,86,0,0,3,24,33,99,93,58,33,346,3,0,0,24,7,0,0,0,0,34,0,8,4,23,0,3,0,0,0,31,4,3,12,118,51,38,21,11,0,260,3,6,14,69,21,21,5,3,0,138,0,0,7,11,40,147,208,108,16,537,3,5,9,37,12,17,9,3,3,89,0,5,19,95,37,27,17,6,3,209,0,0,21,52,0,0,0,0,0,74,0,0,0,7,9,4,11,7,6,49,29,71,106,263,98,80,24,11,0,675,0,0,0,0,3,10,5,8,0,30,3,0,35,87,3,0,0,0,0,135
POA3029,0,9,5,10,43,59,66,41,10,240,0,7,19,87,32,47,11,0,0,203,275,774,1095,9433,604,449,218,59,5,12928,0,18,22,262,48,25,11,3,0,403,0,11,19,95,25,3,3,0,0,161,0,18,25,61,28,13,10,3,0,156,0,3,6,24,23,12,15,12,0,93,3,7,7,37,76,154,184,131,38,629,0,9,11,36,6,3,0,0,0,60,0,8,13,69,5,14,6,3,0,121,3,32,61,324,110,56,29,9,0,622,30,79,56,260,70,94,28,10,0,620,0,4,10,43,73,170,207,92,11,612,0,13,23,131,38,19,23,5,0,238,3,56,130,385,124,50,28,14,0,797,0,24,37,210,14,3,12,0,0,291,0,0,0,13,3,33,32,10,0,92,129,740,689,1281,404,247,54,29,0,3579,0,5,0,7,10,15,17,9,4,67,58,179,118,880,92,25,15,4,3,1378
POA3030,3,18,6,29,49,59,58,54,20,297,13,23,27,187,40,49,8,0,3,355,148,477,433,4916,402,276,146,55,10,6857,7,33,59,608,67,36,28,3,0,848,4,42,17,186,31,11,6,0,0,297,4,6,12,52,23,12,3,3,0,127,3,28,23,120,29,15,22,11,0,248,0,15,10,52,91,209,291,237,112,1025,0,12,11,77,24,3,3,0,0,132,16,69,41,311,62,23,12,3,3,544,0,9,15,97,56,15,19,0,3,211,36,113,119,632,149,146,61,12,0,1268,0,3,8,35,46,138,109,53,4,407,0,15,19,173,31,28,14,0,0,279,3,37,151,491,151,95,34,17,13,998,0,3,12,49,5,4,0,0,0,76,0,7,3,26,10,33,49,23,9,161,127,607,517,1248,444,267,100,19,9,3334,3,3,9,21,16,26,18,7,8,108,12,71,56,360,36,25,3,3,0,568
POA3031,0,0,0,5,5,5,16,22,15,65,0,0,3,51,9,11,3,0,0,83,6,10,35,182,6,16,5,3,0,259,0,0,6,42,3,0,5,3,0,63,0,0,0,30,5,3,0,0,0,37,0,0,0,0,3,0,0,0,0,5,4,3,4,65,11,3,0,0,0,89,0,0,8,41,7,20,40,36,18,173,0,3,4,50,9,3,3,0,0,74,0,0,3,41,0,3,0,0,0,45,0,0,0,3,9,6,9,3,0,29,0,3,23,153,14,26,15,3,3,237,0,0,0,3,3,6,11,10,4,41,0,0,0,7,4,3,0,0,0,12,0,3,4,15,0,0,0,0,0,15,0,0,19,39,0,0,0,0,0,56,0,0,4,8,3,3,4,0,0,21,6,7,53,274,50,30,10,0,3,436,0,0,0,12,0,0,0,0,0,18,0,3,0,13,0,0,0,0,0,21
POA3032,0,0,3,7,27,47,58,76,13,231,4,3,22,87,15,9,6,0,3,164,22,27,98,567,32,18,13,8,4,782,0,3,24,98,8,3,10,0,0,148,0,5,14,116,9,3,3,0,0,152,0,3,10,14,9,4,0,0,0,40,0,0,3,76,14,11,3,0,0,118,0,0,11,47,36,90,115,153,67,523,3,4,9,57,6,3,3,0,0,75,3,3,15,92,6,3,4,0,0,126,0,0,0,11,10,4,0,0,0,37,3,5,69,236,32,37,19,4,0,404,0,0,0,4,6,16,28,14,3,70,0,0,5,30,9,11,0,3,0,50,0,0,4,4,3,0,0,0,0,15,0,0,10,66,0,7,0,0,0,91,0,0,3,11,4,9,9,4,0,54,4,11,45,269,83,31,9,3,0,458,0,0,0,6,9,3,4,0,0,23,3,0,7,66,3,3,3,0,0,85
POA3033,0,4,9,7,14,46,94,102,20,290,0,0,3,15,6,9,0,0,0,35,6,14,15,133,35,36,18,3,5,268,0,0,3,9,3,4,0,0,0,20,0,7,5,37,9,3,6,6,3,72,0,0,7,3,0,0,4,0,0,13,0,3,0,11,4,4,0,3,0,34,0,7,0,18,47,155,343,286,108,968,0,7,0,6,3,4,3,0,0,18,0,0,0,0,3,0,0,0,0,7,0,0,4,12,11,20,15,7,0,63,0,3,8,27,10,6,7,3,0,70,0,0,0,3,10,18,70,44,19,159,0,0,0,3,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,11,0,15,11,43,18,14,3,4,0,106,0,0,0,3,3,0,0,0,0,9,0,0,3,9,0,0,0,0,0,20
POA3034,0,5,4,6,17,57,97,77,17,284,0,0,0,16,3,15,0,0,0,35,3,8,23,99,19,10,9,4,0,182,0,0,0,15,0,0,4,0,0,23,3,21,15,87,14,16,3,4,0,156,0,7,3,7,8,0,0,0,0,26,0,0,0,5,0,0,8,0,0,21,5,3,5,31,33,155,379,389,132,1143,0,0,0,10,0,0,0,0,0,7,0,0,0,3,6,0,4,0,0,18,0,0,3,5,13,17,14,0,0,55,0,3,3,24,4,4,4,0,0,48,0,0,3,3,3,22,60,42,19,152,0,0,0,0,4,7,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,5,0,13,3,6,17,38,12,18,0,0,3,96,0,0,0,0,0,0,4,0,0,5,0,4,7,17,3,0,0,0,0,24
POA3036,0,0,0,0,3,15,14,13,0,51,0,0,0,0,0,6,3,0,0,12,0,0,0,16,8,13,12,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,9,0,0,16,0,7,0,4,11,53,76,45,16,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,6,3,3,0,31,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,15,20,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,4,15,13,3,3,0,0,40,0,0,0,0,4,3,7,0,3,13,0,0,0,0,0,0,0,0,0,6
POA3037,0,3,10,22,68,76,70,41,5,303,0,3,3,29,13,9,3,0,0,67,41,161,394,1781,364,220,114,39,16,3138,0,3,16,68,11,15,0,0,0,108,0,10,3,35,11,4,7,3,0,80,0,3,10,52,20,15,9,0,0,111,0,12,0,19,7,10,9,3,4,65,0,6,10,50,91,183,173,100,26,640,0,3,7,11,10,0,0,0,0,29,0,3,3,17,3,0,3,0,0,30,0,3,16,86,67,47,16,10,0,250,0,11,22,71,32,45,8,4,3,199,0,6,18,75,117,293,252,89,19,866,0,3,3,21,16,7,9,0,0,58,0,0,8,0,0,7,0,0,0,16,0,3,3,37,4,3,0,0,0,48,0,3,0,3,7,9,11,6,3,47,24,154,137,223,96,46,12,11,0,699,0,0,0,3,3,7,0,3,0,14,10,14,33,121,32,31,9,3,0,251
POA3038,3,14,9,31,65,116,129,97,15,479,0,3,5,15,12,11,8,3,0,57,11,23,76,272,161,143,90,22,7,791,0,0,0,10,8,6,3,0,0,24,0,3,3,9,6,0,4,3,0,32,0,0,0,11,11,8,4,4,0,46,0,3,0,10,4,7,0,0,0,30,0,0,11,19,92,246,231,119,43,761,0,0,0,3,0,0,0,0,0,8,0,0,5,6,0,3,0,0,0,17,0,0,14,52,61,58,28,12,0,231,0,4,8,15,16,26,20,5,0,83,0,0,0,20,61,178,168,79,27,532,0,0,0,10,8,11,8,0,0,35,0,0,0,3,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,13,10,3,4,30,0,29,59,67,44,34,5,0,0,248,0,0,4,3,7,0,0,0,0,14,0,3,9,37,13,3,8,0,0,68
POA3039,0,3,8,12,7,33,62,57,11,188,0,0,3,18,3,0,0,0,0,32,11,15,20,229,14,14,14,4,4,322,0,0,7,8,3,0,0,0,0,26,0,0,0,21,0,0,0,0,0,17,0,0,0,4,3,0,0,0,0,9,0,0,4,53,7,6,5,0,3,82,0,0,3,38,38,95,149,214,104,640,0,0,3,21,5,3,0,0,0,33,0,5,5,12,3,0,0,0,0,29,0,0,0,3,9,3,4,6,0,21,3,0,10,42,4,10,5,3,0,74,0,0,0,3,10,11,21,12,4,49,0,0,0,8,0,7,0,0,0,20,0,0,0,0,0,3,0,0,0,7,0,3,37,45,0,0,0,0,0,87,0,0,0,4,3,4,5,4,0,22,9,19,18,134,38,20,14,0,0,253,0,0,0,4,3,0,0,0,0,7,0,0,0,8,0,0,0,0,0,9
POA3040,0,0,0,13,22,53,48,47,10,196,0,3,5,23,20,17,4,3,5,85,30,42,73,571,42,43,38,26,9,885,0,0,3,20,3,4,0,0,0,39,0,3,3,48,6,0,0,0,0,62,0,0,0,9,7,0,0,0,0,14,3,7,0,60,17,12,15,5,9,127,0,3,13,29,56,142,169,164,64,640,0,7,7,14,10,0,0,0,0,35,0,10,13,55,12,3,0,0,0,91,0,0,0,11,21,9,9,18,3,68,3,4,7,50,18,20,10,3,4,120,0,0,0,4,7,16,28,5,3,71,0,0,0,22,3,0,5,0,0,33,0,0,0,3,0,0,0,0,0,3,0,0,35,125,0,0,0,0,0,161,0,0,0,7,3,10,8,4,0,28,3,21,33,126,50,35,20,7,0,292,0,0,0,0,4,5,3,0,0,12,0,3,0,20,3,0,3,0,0,37
POA3041,0,0,0,8,15,19,26,25,14,100,0,0,0,5,3,3,0,0,0,11,12,30,25,194,24,14,15,6,0,327,0,0,4,3,3,0,0,0,0,10,0,0,0,25,3,3,0,0,0,28,0,0,0,5,3,0,0,0,0,13,0,0,0,11,8,3,7,3,0,44,0,0,4,23,30,51,94,87,42,331,0,0,0,3,3,3,0,0,0,12,0,0,0,23,0,0,0,0,0,28,0,0,0,7,10,0,4,0,0,30,0,0,4,15,3,8,4,0,0,39,0,0,0,6,5,7,19,12,3,43,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,13,0,3,19,53,30,15,10,0,0,134,0,0,0,0,0,0,3,3,0,11,0,4,4,17,4,0,0,0,0,31
POA3042,0,0,7,6,24,38,61,48,9,194,0,0,0,11,5,8,0,0,0,28,8,17,33,157,46,32,29,10,4,328,0,0,0,10,0,5,0,0,0,16,0,7,8,12,7,4,0,3,0,36,0,0,0,3,4,0,0,0,0,14,0,6,0,14,3,7,7,3,3,50,3,7,9,26,56,150,345,312,126,1024,0,0,0,14,5,0,0,0,3,19,0,0,0,13,3,0,0,0,0,16,0,0,0,6,8,9,11,4,0,43,0,3,3,18,8,3,7,3,0,39,0,0,0,0,11,20,47,50,17,143,0,0,0,10,4,4,7,4,3,32,0,0,0,0,0,0,0,0,0,5,0,0,6,26,0,0,0,0,0,32,0,0,0,3,0,7,16,7,3,33,3,5,17,60,31,21,12,0,0,141,0,0,0,3,0,0,4,0,0,10,0,0,0,11,0,0,0,0,0,13
POA3043,0,3,8,16,27,37,104,77,6,281,0,0,0,13,10,6,0,0,0,34,5,16,32,206,66,49,71,44,19,513,0,5,0,12,0,0,0,5,0,27,0,8,3,24,11,14,15,10,0,91,0,15,22,58,28,25,9,10,5,167,0,0,0,9,3,6,5,6,3,31,0,0,0,23,44,122,224,126,42,595,0,0,0,5,3,3,0,0,3,15,0,0,0,0,0,0,0,0,0,5,0,6,8,73,63,76,28,19,4,287,0,3,22,19,11,8,10,0,0,70,0,0,0,4,10,33,82,43,11,176,0,0,3,8,6,9,3,3,0,33,0,0,0,0,0,0,0,0,0,4,0,4,0,25,0,0,0,0,0,31,0,0,0,3,3,0,14,4,0,30,10,42,40,90,27,34,17,3,0,270,0,0,0,0,0,0,9,3,0,15,3,0,3,36,0,0,3,0,0,50
POA3044,0,16,6,34,47,98,165,120,37,529,0,0,3,24,0,3,3,0,0,36,14,34,52,457,42,30,14,8,4,662,0,3,0,31,5,3,0,0,0,51,3,10,14,67,10,3,0,0,0,109,0,7,12,29,18,9,6,3,0,75,0,4,0,40,7,7,3,3,8,76,0,9,7,62,111,192,311,431,161,1286,0,3,10,31,7,0,4,0,0,49,0,4,0,45,0,3,0,0,0,58,0,3,3,80,77,59,34,5,5,266,4,6,13,69,7,19,3,3,0,121,0,0,0,5,7,23,28,40,9,112,0,0,5,28,4,0,3,0,0,43,0,0,0,3,0,0,0,0,0,3,0,0,22,98,0,0,0,0,0,121,0,3,0,3,0,7,4,3,3,22,4,17,27,184,60,27,13,3,3,343,0,0,0,6,5,0,0,3,4,14,16,23,52,210,6,3,0,0,0,322
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,3,9,21,35,68,121,104,35,394,0,3,3,33,4,3,0,0,0,43,45,105,217,1236,63,35,23,14,5,1749,0,3,10,55,13,0,6,0,0,82,3,37,31,154,19,4,0,0,0,242,0,19,22,113,41,25,10,13,0,250,0,10,0,19,12,4,5,4,0,57,0,3,5,50,77,191,371,521,224,1437,0,4,3,21,9,4,0,0,0,42,0,5,0,46,6,0,3,0,0,64,3,17,63,335,191,111,66,23,4,810,7,16,17,100,18,11,3,5,0,182,0,0,0,4,19,30,121,155,45,369,0,4,4,29,7,3,4,0,0,45,0,4,5,7,4,4,0,0,0,25,3,22,211,619,16,11,3,0,0,881,0,0,0,9,3,6,9,3,4,30,5,38,55,173,75,21,6,3,3,381,0,0,0,4,3,10,6,3,0,23,49,79,156,726,25,5,5,0,0,1046
POA3047,0,0,6,11,13,23,33,41,15,132,0,0,4,8,0,0,0,0,0,14,19,30,95,375,38,18,14,10,5,608,3,0,9,13,4,0,0,0,0,28,7,44,52,204,24,8,0,0,0,341,8,111,133,471,230,111,50,20,9,1143,0,0,0,3,3,5,0,5,0,16,0,0,0,9,13,29,50,44,18,160,0,0,0,3,3,0,0,0,0,11,0,0,5,15,0,0,0,0,0,16,11,24,73,440,166,105,48,14,0,896,3,6,5,28,9,3,0,0,0,46,0,0,0,4,3,22,42,33,8,105,0,0,0,0,0,3,0,0,0,3,0,0,3,8,5,0,0,3,3,19,6,42,85,100,3,0,0,0,0,240,0,0,0,0,0,3,3,3,3,20,9,55,53,76,22,20,4,0,0,248,0,0,0,0,0,0,3,4,3,11,23,42,172,429,22,8,3,0,0,701
POA3048,0,0,7,5,13,9,28,9,7,78,0,0,0,0,0,0,0,0,0,5,4,8,27,132,12,16,7,8,3,215,0,3,3,8,8,0,0,0,0,21,0,10,11,44,3,4,0,0,0,75,14,143,236,654,327,182,71,23,14,1667,0,0,0,0,0,4,0,3,4,13,0,0,0,0,11,25,26,31,6,103,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,14,25,312,146,90,58,16,0,663,3,0,4,3,5,0,0,0,0,20,0,0,0,0,5,27,40,18,3,102,0,0,0,8,3,3,9,0,0,20,0,0,0,0,4,3,3,0,0,8,0,9,11,20,0,0,0,0,0,47,0,0,0,0,0,5,7,0,0,16,7,50,50,42,25,17,3,0,0,180,0,0,0,0,0,0,10,0,0,13,7,22,32,133,25,5,3,0,0,226
POA3049,0,4,10,11,8,8,17,18,3,79,0,0,0,0,0,3,0,0,0,8,0,0,11,30,22,17,12,0,0,97,0,0,0,6,0,0,0,0,0,10,0,0,4,10,8,3,3,0,0,33,0,9,11,38,16,14,5,0,3,89,0,3,0,4,3,3,3,0,0,19,0,0,0,7,23,102,89,48,12,292,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,20,31,18,14,4,0,86,0,0,0,0,4,3,0,0,0,9,0,0,0,0,6,21,44,20,0,91,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,6,3,4,0,14,4,12,16,28,23,9,4,3,0,97,0,0,0,0,0,4,0,4,0,11,0,0,0,10,0,0,0,0,0,9
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3051,0,0,0,3,0,0,3,0,0,11,0,7,40,57,10,8,6,4,3,131,6,18,61,170,17,5,4,3,0,284,0,3,55,49,3,0,0,0,0,112,0,0,6,53,4,0,0,0,0,71,0,0,3,4,0,0,0,0,0,7,0,0,3,35,3,3,0,0,0,45,0,3,14,44,7,9,18,18,15,126,0,0,18,46,8,3,0,0,0,79,0,7,23,81,7,0,0,0,0,119,0,0,0,8,5,0,3,0,0,10,0,3,194,183,20,15,11,5,0,433,0,0,0,3,0,9,7,0,0,24,0,0,10,6,0,0,0,0,0,15,0,0,13,5,0,0,0,0,0,21,0,0,3,12,0,0,0,0,0,13,0,0,7,6,0,0,3,3,3,23,0,11,70,176,34,23,9,4,0,321,0,0,0,3,5,0,0,0,0,12,0,0,6,8,0,0,0,0,0,19
POA3052,0,0,0,4,4,4,4,3,0,22,0,0,18,15,9,8,3,0,0,54,4,0,44,70,0,9,7,0,0,129,0,0,14,21,0,0,3,0,0,42,0,0,0,53,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,8,3,0,0,15,0,0,0,3,0,24,0,0,6,16,0,12,8,4,13,59,0,0,16,8,0,4,0,0,0,27,0,0,9,23,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,3,6,96,91,10,17,4,7,0,239,0,0,0,0,0,3,0,5,3,11,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,10,0,0,36,48,10,3,4,3,0,109,0,0,0,0,0,0,0,0,0,3,3,3,0,19,0,0,0,0,0,22
POA3053,0,0,0,3,0,8,6,10,8,32,3,0,178,86,5,8,4,0,0,295,18,19,152,255,17,0,6,0,0,478,0,0,449,108,8,7,4,5,0,576,0,0,8,47,5,0,0,0,0,70,0,0,0,6,9,3,0,0,0,21,0,0,0,33,0,0,0,0,0,41,0,0,16,80,10,25,19,52,48,254,3,0,32,47,8,0,0,0,0,94,0,3,128,123,3,0,0,0,0,259,0,0,0,4,0,0,9,3,0,18,0,6,859,267,17,22,3,8,0,1185,0,0,0,0,0,0,3,4,0,6,0,0,31,21,0,0,0,0,0,57,0,0,81,5,0,0,0,3,0,94,0,0,0,4,0,0,0,0,0,4,0,0,11,10,5,3,4,3,0,33,3,5,98,166,18,10,6,7,0,312,0,0,0,3,0,0,0,0,0,4,0,0,38,31,3,0,0,0,0,73
