UCL_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
UCL214007,0,0,3,0,8,0,0,22,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,10,13,3,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,4,10,14,3,0,35,3,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,3,4,8,12,19,3,0,49,0,11,10,6,17,0,0,51,22,45,28,16,22,5,0,144,8,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,24,58,45,27,40,12,0,207,0,0,0,3,0,0,0,3,0,4,0,4,3,0,0,6,0,6,0,8,3,0,0,13,28,60,45,31,44,14,0,220,47,28,20,10,9,0,0,123,0,0,0,0,0,0,0,0,75,90,67,43,52,14,0,345,0,9,16,8,23,6,0,73
UCL214008,0,3,7,10,5,0,0,30,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,12,10,6,3,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,10,6,3,0,37,0,4,3,4,0,0,0,12,0,0,0,0,0,0,0,0,3,10,15,9,6,3,0,46,5,18,10,11,13,7,0,60,14,48,33,22,29,3,0,152,0,3,0,0,0,0,0,9,0,3,0,3,0,0,0,4,18,64,42,36,38,14,6,219,0,0,0,3,0,0,0,5,3,3,0,3,0,0,0,12,3,3,0,9,3,0,0,16,23,70,47,43,43,14,6,238,39,35,24,17,17,3,3,131,0,0,0,3,0,0,0,6,64,102,69,60,59,16,6,375,5,24,15,22,20,10,0,86
UCL214009,0,9,7,3,0,3,0,24,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,3,3,0,28,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,8,5,8,3,0,38,0,0,8,4,8,0,0,18,10,16,12,4,11,7,0,59,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,25,17,11,14,6,0,85,0,3,0,0,0,0,0,12,0,3,0,0,0,0,0,7,0,11,3,4,3,0,0,16,13,31,19,11,20,6,0,99,20,18,11,5,8,0,0,59,0,0,0,0,0,0,0,0,32,53,28,23,22,6,0,163,0,8,13,6,8,6,0,37
UCL214010,0,0,7,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,21,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,5,4,7,0,3,26,0,12,14,16,25,8,4,73,13,30,27,19,19,4,0,113,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,13,43,43,35,43,11,4,196,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,4,0,0,3,7,3,0,0,10,12,47,45,37,45,11,4,203,33,46,11,11,14,5,0,112,0,0,0,0,0,0,0,0,42,88,57,51,60,16,4,311,0,12,22,14,29,6,3,94
UCL214011,3,8,0,3,12,4,0,33,4,0,3,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,7,18,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,18,4,0,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,6,8,7,19,5,0,47,7,9,8,7,8,6,0,47,5,19,17,15,15,3,0,77,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,31,27,21,24,7,0,131,0,8,0,0,0,0,0,9,0,0,4,3,0,0,0,9,0,6,3,3,0,3,0,21,18,38,34,21,24,10,0,149,34,21,20,8,11,0,0,99,0,0,0,0,0,0,0,4,53,68,47,31,38,10,0,246,8,15,14,7,22,6,0,75
UCL214012,0,0,3,3,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,12,0,4,0,0,0,0,0,10,0,5,0,0,0,0,0,5,3,6,6,3,4,0,0,24,0,5,0,8,11,3,0,37,6,24,13,11,8,0,0,56,3,3,4,0,0,0,0,7,3,3,0,0,0,0,0,9,11,33,13,20,26,6,0,110,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,9,0,5,3,3,3,0,0,15,11,37,19,25,22,6,0,127,35,29,17,8,15,0,0,112,0,0,0,3,0,0,0,4,50,74,39,39,41,4,0,241,3,4,5,13,15,3,0,47
UCL214013,0,0,0,5,6,0,0,10,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6,5,3,9,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,4,9,0,0,26,3,4,10,9,13,0,0,44,10,22,19,8,13,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,28,17,23,8,0,118,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,4,4,0,3,0,0,15,14,34,26,20,28,8,3,131,32,20,10,4,9,0,0,79,0,0,0,0,0,0,0,3,45,55,40,22,39,4,4,216,3,4,10,15,20,0,0,54
UCL214014,0,7,3,4,5,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,4,3,0,18,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,9,0,4,8,6,9,3,0,27,3,4,7,5,4,0,0,28,0,0,0,0,0,0,0,0,3,13,12,16,13,5,0,57,0,6,0,7,11,11,0,36,16,28,19,13,26,6,0,108,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,43,24,18,38,11,0,156,3,10,3,0,4,0,0,20,5,9,0,6,3,0,0,19,9,17,4,3,3,0,0,40,22,61,31,25,43,11,0,196,86,77,24,32,18,7,0,240,0,0,0,0,0,0,0,0,108,136,55,54,64,19,0,440,0,12,7,8,15,10,0,53
UCL214015,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,6,4,4,0,0,3,0,0,13,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,3,3,12,3,0,3,3,0,29,4,10,8,6,10,6,3,43,7,15,20,10,11,3,0,60,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,15,23,21,11,25,13,3,111,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,12,19,26,23,14,27,16,3,120,23,34,7,13,11,0,0,84,0,0,0,0,0,0,0,0,41,58,39,24,33,13,3,207,5,13,8,6,14,9,3,54
UCL214016,0,0,3,0,8,3,0,14,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,12,3,0,29,0,3,0,4,0,0,0,16,0,0,0,0,0,0,0,3,0,10,6,8,12,5,3,40,8,15,14,12,18,4,0,65,7,20,9,8,15,10,0,64,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,13,33,24,27,28,14,0,140,3,4,0,0,3,0,0,6,3,5,5,3,0,0,0,17,9,6,5,3,4,0,0,26,23,40,31,30,34,12,0,165,71,57,21,18,24,0,0,197,0,0,0,0,0,0,0,0,91,96,47,49,59,15,3,363,8,12,15,12,25,7,0,84
UCL214017,0,7,0,0,3,3,0,17,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,6,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,3,0,22,4,7,0,3,0,0,0,13,0,0,0,0,0,0,0,0,5,11,3,6,11,3,0,40,0,12,6,6,6,0,0,34,5,16,14,17,15,0,0,69,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,38,18,20,26,5,0,114,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,12,35,24,20,22,5,0,121,33,18,8,14,14,0,0,86,0,0,0,0,0,0,0,0,44,56,31,31,38,5,0,198,0,18,6,9,13,3,0,50
UCL214018,5,12,9,5,11,3,0,41,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,7,5,14,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,7,5,14,3,0,49,3,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,9,18,14,5,15,3,0,52,13,15,8,21,20,7,3,89,13,29,30,17,18,8,3,115,0,4,3,0,0,0,0,15,3,0,0,0,0,0,0,3,33,42,41,38,40,16,10,223,7,9,4,0,3,0,0,20,3,5,0,3,0,0,0,14,8,18,4,0,3,0,0,35,37,63,48,39,43,16,10,256,54,46,28,12,14,9,0,165,0,0,0,0,0,0,0,0,96,110,71,54,60,25,5,420,12,28,18,28,30,7,3,129
UCL214019,4,6,3,0,6,0,0,18,0,0,0,0,4,3,0,13,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,10,6,4,0,14,3,0,33,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,11,6,4,4,18,3,0,42,5,3,6,3,3,0,0,19,0,0,0,0,0,0,0,0,15,10,6,4,19,3,0,68,3,12,8,8,13,9,0,52,13,33,14,17,20,7,0,106,6,0,3,3,4,0,0,18,0,3,0,0,0,0,0,8,21,54,29,30,38,10,0,188,0,0,0,3,3,0,0,11,0,12,7,5,3,0,0,34,5,14,12,7,3,3,0,42,28,70,36,39,43,16,0,226,62,46,25,17,20,7,3,176,4,0,0,0,3,0,0,8,97,111,65,55,63,22,0,414,11,20,13,8,20,10,0,71
UCL214020,0,3,0,4,0,0,0,10,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,7,0,0,0,19,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,9,9,8,0,4,0,29,0,3,4,0,4,0,0,15,0,0,0,0,0,0,0,0,6,7,12,9,6,4,0,44,3,11,19,13,9,3,0,61,29,36,18,14,13,3,0,116,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38,48,38,24,26,5,0,183,0,9,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,18,37,64,39,24,23,5,0,199,48,33,7,5,5,0,0,96,0,0,0,0,0,0,0,4,84,98,44,35,34,5,0,303,3,13,19,17,9,3,0,70
UCL215001,3,0,0,0,3,0,0,5,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,12,0,0,0,3,3,0,0,4,0,11,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,3,0,0,23,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,11,6,3,6,0,0,27,4,0,0,0,3,0,0,13
UCL215002,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,7,0,3,3,0,0,18,0,0,0,3,6,3,0,14,0,9,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,3,3,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,12,3,8,4,3,0,29,4,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,5,15,7,4,7,3,0,45,3,5,0,3,7,3,0,22
UCL215003,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,4,3,6,0,0,0,21,0,9,3,3,3,0,3,25,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,4,9,7,4,3,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,15,4,9,7,4,4,49,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,18,4,6,7,4,4,49,0,4,3,6,3,3,0,20
UCL215004,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,6,11,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7,0,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7,0,10,0,0,28,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,13,9,9,0,10,0,0,42,0,0,0,0,4,0,0,6
UCL215005,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,3,4,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,11,0,3,5,0,5,0,0,16,6,11,0,3,3,0,0,24,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,8,13,11,10,5,0,0,46,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,9,9,14,13,13,12,0,0,56,12,9,8,0,5,4,0,33,0,0,0,0,0,0,0,0,23,20,17,11,13,3,0,92,0,3,8,3,9,0,0,20
UCL215006,0,0,0,3,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,11,3,3,5,7,7,3,0,21,3,8,12,4,4,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,14,11,6,8,0,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,6,5,15,16,14,12,4,0,64,6,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,12,12,16,11,12,4,0,67,3,7,5,10,4,8,3,35
UCL215007,4,0,7,0,4,0,0,24,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,3,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,4,3,0,0,29,0,3,6,4,7,0,0,26,5,18,13,6,21,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,20,16,29,4,0,98,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,4,0,0,3,0,3,0,0,10,8,24,23,19,34,4,0,106,16,12,11,0,0,0,0,38,0,0,0,0,0,0,0,0,25,42,31,19,34,5,4,153,4,7,19,5,15,3,0,52
UCL215008,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,4,0,3,3,0,0,11,0,13,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,7,4,0,0,37,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,19,6,7,4,0,0,43,4,8,6,3,0,0,0,18,0,0,0,0,0,0,0,0,4,24,15,14,3,3,0,59,0,7,6,4,3,0,0,19
UCL215009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,9,3,0,3,0,0,14,6,4,0,0,3,0,0,14,0,0,0,0,0,0,0,0,11,11,3,0,6,0,0,35,0,0,0,0,0,0,0,0
UCL215010,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,3,3,3,7,0,0,11,0,4,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,10,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,10,3,0,28,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,11,3,11,10,3,0,36,0,3,3,9,6,0,0,22
UCL215011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,6,4,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,3,0,3,0,0,24,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,11,3,5,3,0,0,38,0,0,0,0,0,0,0,0
